hubTitle	entity
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · fin
Talmud. Urval	Talmud. Engelska. · Urval
Bibeln	Bible. · St. Athanasius Orthodox Academy. · 2008. · eng
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1693. · fre
Pancatantra	Panchatantra. English
Bibeln	Bibeln. Norska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · smi
Bibeln. Paulus-breven. Urval	Bibeln. · [Paulus-breven.] · Urval. · 1917. · 1971 · swe
Bibeln. Salomos vishet	Bibeln. · [Salomos vishet.] · 1536 · swe
Bibeln	Bibeln. · 1982 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1859 · rum
Bibeln	Bibeln · 1813 · eng
Gunnlaugs saga ormstungu	Gunnlaugs saga ormstungu. · Engelska & fornisländska
Tipitaka. Vinayapiṭaka. Khandhaka. Cullavagga	Tipitaṭaka. · [Vinayapiṭaka., Cūḷavagga.] · pli
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · ara
Tantra. Śaktisaṅgamatantra	Śaktisaṅgamatantra
Bibeln	Bibeln. Estniska · [1739]
Apophthegmata Patrum	Apophthegmata Patrum. · eng
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · ger
Bhagavadgītā	Bhagavadgītā. · Wilkins-Paraud. · 1787 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Thomander. · 1860 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1850 · swe
Midrash rabba. Klagovisorna	Midrash rabba. · [Klagovisorna. Jiddisch & Hebreiska]
Bibeln. Nya Testamentet	Bible. · [N.T.] · Beza. · 1610 · lat
Bibeln. Nya Testamentet	Bibeln. · [Matteusevangeliet.] · ara · spa
Apokryferna (Nya testamentet)	Apokryferna (Nya testamentet). · Polyglott
Bibeln. Johannesevangeliet	Bible. · [John.] · Slocum-Gerdel. · 1954. · Tzeltal.
Bibeln. Job	Bible.Job. English
Zohar. Urval	Zohar · Urval · eng
Bibeln. Psaltaren	Bibeln · [Psaltaren] · dan
Bibeln	Bibeln. · 17--? · Polyglott.
Bibeln	Bibeln. · 1643 · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet. Tyska]
Fagrskinna	Fagrskinna. · nor
Heilagra manna sögur	Heilagra manna sögur
Tipitaka. Suttapiṭaka. Aṅguttaranikāya	Tipitaṭaka. · [Suttantapiṭaka., Aṅguttaranikāya., Pañcakanipāta.̃, Chakkanipāta., Sattakanipāta.] · pli
Tripiṭaka. Urval	Tripiṭaka. · Urval · hin
Bibeln	Bibeln. · 1607 · lat
Bibeln	Bibeln. · Authorized. · 1675. · eng
Bibeln	Bibeln. · Barker. · 1603. · eng
Chanson de Guillaume	Chanson de Guillaume. · ger
Bibeln. Evangelierna	Bible. · [N.T., Gospel Harmonies., MacKnight.] · eng
Palmerín de Oliva	Palmerin de Oliva (Romance). · eng
Upanishaderna. Maitrayāṇiyopaniṣad	Upanishaderna. · [Maitrayāṇiyopaniṣad.] · san · eng
Magnus Erikssons landslag	Magnus Erikssons landslag. · swe
Bibeln	Bibeln. · 1921 · 1917. · swe
Bibeln	Bibeln. · 1968 · eng
Bhagavadgītā	Bhagavadgītā. · Pfändtner-Sundvall? · 1985 · swe
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1921 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Erasmus. · 1530 · lat
Upanishaderna. Śvetāśvataropaniṣad	Upanishaderna. · [Śvetāśvataropaniṣad.] · Engelska & Sanskrit.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1828 · Tyska (hebreisk skrift)
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna] · heb
Nibelungenlied	Nibelungenlied. · Tyska & Tyska (Medelhögtyska)
Codex Calixtinus	Codex Calixtinus
Bibeln	Bibeln. · 1712. · ita
Bibeln. Job	Bibeln. · [Job. Franska]
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1753 · heb
Bibeln. Nya Testamentet	Bible. · [Nya Testamentet.] · Grekiska & Engelska
Karlamagnús saga	Karlamagnús saga. · eng
Pyrmidtexterna	Pyramid texts. · eng
Bibeln. Nahum	Bibeln. · [Nahum.] · 1853 · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Buchanan.] · Latin and Greek.
Bibeln. Apokryferna	Bibeln. · [Gamla Testamentet.] · 1569 Plantin · heb · arc · grc · lat · syc
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · heb
Codex Theodosianus	Codex Theodosianus. · eng
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · Polyglott
Ardā-Vīrāf-nāmak	Arda Viraf
Kanteletar. Urval	Kanteletar. · Urval · hun
Gilgamesh	Gilgamesh. Akkadiska
Kalevala. Urval	Kalevala. · Urval
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Vajracchedikā	Tripiṭaka. · [Sūtrapiṭaka., Prajñāpāramitā., Vajracchedikā. English]
Passio SS. Perpetuae et Felicitatis	Passio Perpetuae et Felicitatis. · Italienska & latin
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval · swe
Mahābhārata. Sabhāparva	Mahābhārata. · [Sabhāparvan.] · English & Sanskrit.
Veda. Atharvaveda	Veda. · [Atharvaveda.]
Bibeln	Bibeln. · 1579. · Geneva. · eng
Eiríks saga rauða	Eiríks saga rauđa. · Urval
Bibeln. Historiska böckerna	Bibeln. · [Historiska böckerna.] · jrb
Adi Granth. Urval	Ādi Granth. · Urval · eng
Kanjur	Kanjur · mon
Bibeln	Bibeln. · Living Bible-New Living Translation. · swe
Avesta. Yasna. Gāthā	Avesta. · [Gāthā]
Mahābhārata	Mahābhārata. Sanskrit & Tyska. · Urval
Bhagavadgītā. Urval	Bhagavadgītā. · [Kapitel 1-6.] · 1986 · Sanskrit & Svenska.
Mishna. Avot	Mishnah. · [Avot.] · eng
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · 2008 · geo
Koranen	Koranen. · spa
Bibeln	Bibeln · 1596 · Polyglott
Bibeln	Bibeln. · [Douai.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · arm
Bibeln	Bibeln. · 1703. · 1837 Rumstedt. · swe
Bibeln. Ordspråksboken	Bible. · [O.T., Proverbs.] · 1676. · eng
Bibeln. Skrifterna (Ketuvim)	Bible. · [O.T., Hagiographa.] · por
Bibeln	Bibeln. · Authorized. · 1642. · eng
Bibeln. Evangelierna	Bibeln. · [Gamla Testamentet.] · 1750 · lat · ger · grc · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Folkbibeln · 2011 · swe
Valentin et Orson	Valentin et Orson. · Abridgments. · eng
Bibeln	Bibeln. · 1606 · lat
Bibeln. Moseboken 2	Bibeln. · [Psaltaren.] · 1960 · grc
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · sme
Bibeln	Bibeln. · Authorized. · 1997 · eng
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · lat
Egils saga Skallagrímssonar	Egils saga Skallagrímssonar · nno
Bibeln	Bibeln. · Luther. · 1812 · ger
Avesta	Avesta · Persiska & Avestiska
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T., Authorised.] · Selections. · eng
Völsunga saga	Völsunga saga. · 1908
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917. · 1918 · swe
Maḥzor. Yom Kippur	Maḥzor. · [Yom Kippur] · Tyska & hebreiska
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · Polyglott.
Bibeln	Bibeln. · Luther. · 1494 · ger
Bibeln	Bibeln. · lat
Bibeln	Bibeln. · 1864 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1978 · cpe
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Basjkiriska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1810 · eng
Koranen	Koranen. Singalesiska & Arabiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1574 · lat
Bibeln	Raamattu. · Valikoima.
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · mis
Bibeln. Esra	Bibeln. · [Esra.] · ger
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Provövers. · 1834 · swe
Tusen och en natt. Urval	Tusen och en natt. Svenska. · Urval
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Hebreiska & Ryska
Bibeln	Bibeln. · 1703. · 1768 Sundqvist. · swe
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Lakiska
Bibeln	Biblia, Test. Vetus et Novum - Lat.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · ara
Bibeln. Urval	Bibeln. · Urval · Folkbibeln. · swe
Guang yun	Guang yun. · 880-01
Bhagavadgītā	Bhagavadgītā. · Judges-Jonason. · 1977 · swe
Haggada	Haggadah. · 2011. · English & Hebrew.
Bibeln	Bibeln · 1642 · eng
Bibeln. Job	Bibeln. · [Job.] · Arabiska & Latin
Tipitaka. Suttapiṭaka. Khuddakanikāya. Jātaka. Vessantarajātaka	Vessantarajātaka.
Bibeln. Breven	Bible. · [Epistles.] · 
Bibeln. Gamla Testamentet	Bible. · [O.T., Authorised.] · English and Hebrew.
Bibeln. Psaltaren	Bibeln. · [Petrusbrevet 1.] · grc
Bibeln	Bibeln. Polska
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · Targum Jonathan. · lat
Seliḥot	Seliḥot. · Jiddisch & hebreiska
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Fitzmyer · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · lat
Bibeln. Job	Bible. · [O.T., Job.] · eng
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · 1969 · swe
Kalīlah wa-Dimnah	Kalīla wa-Dimna. Tyska
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Amhariska & Oromo
Bibeln. Nya Testamentet	Bibeln. · [Jesaja., 28-33.] · Irwin · heb · eng
Tipitaka. Suttapiṭaka. Saṃyuttanikāya. Khandhavagga. Khandhasaṃyutta	Tipitaṭaka. · [Suttantapiṭaka., Saṃyuttanikāya., Khandhavaggasaṃyutta., Saḷāyatanavaggasaṃyutta.] · pli
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1994 · swe
Bibeln. Evangelierna. Urval	Bible. · [N.T., Gospels.] · Selections. · 1546.
Bibeln. Ester	Bibeln. · [Ester.] · 1931 · Hebreiska & Tyska.
Mabinogion	Mabinogion. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1642 · eng
Bibeln. De katolska breven	Bibeln. · [De katolska breven.] · 1917. · 1960 · swe
Bibeln	Bibeln. · geo
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · uig
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Huby. · 1948 · fre
Bibeln. Mackabeerboken 1	Bibeln. · [Apokryferna, Mackabéerboken 1.] · 1950 · Engelska & Grekiska.
Tomasevangeliet	Tomasevangeliet · eng
Kalevala. Urval	Kalevala. · Urval · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1636 · ger
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 
Avesta. Khordah Avesta	Avesta. · [Khordah Avesta.] · eng
Tomasevangeliet	Tomasevangeliet. · (Mosesson) · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Genève. · 1622 · fre
Bibeln. Höga visan	Bibeln. · [Höga Visan. Franska]
Koranen	Koranen. Rumänska
Altsächsische Genesis	Genesis forntysk dikt fr. 1000-t.
Bibeln	Bibeln. · Geneva. · 1599? · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1878 · swe
Bibeln. Gamla Testamentet	Bible. · [O.T.] · gla
Koranen	Koranen. · hun
Bibeln	Bibeln. · Luther. · 1568 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1902 · est
Þorskfirðinga saga	Þorskfirðinga saga. · 1898
Bibeln	Bible. · eng
Midrash rabba	Midrash rabba
Bibeln. Evangelierna	Bible. · [Gospels.] · 1989. · Greek.
Koranen. Urval	Koranen. Sura 1-6. · Danska & Arabiska
Bibeln	Bibeln. · 1743. · fre
Bibeln	Bibeln. Tonga
Haggada	Haggadah (Ashkenazi (Ms. British Library. Add. 14762)
Bibeln	Bibeln. · 1905 · kon
Bibeln	Bibeln. · 1938 · est
Tipitaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Tipiṭaka. · [Suttapiṭaka., Khuddakanikāya., Dhammapada.] · pan
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1945 · lat
Bhagavadgītā. Urval	Bhagavadgītā.. · Urval. · Runeberg. · 1922 · swe
Äldre Västgötalagen	Äldre Västgötalagen. · swe
Bibeln	Bibeln. · 1671 · ara · lat
Bibeln	Bibeln. · 1703. · 1794 Norberg. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1683. · Authorized. · eng
Bibeln. Höga visan	Bibeln. · [Höga visan.] · heb
Bibeln. Job	Bibeln. · [Job.] · Hoffmann. · 1891 · ger
Sīrat Sayf ibn Dhī Yazan	Sīrat Sayf ibn Dhī Yazan
Bibeln. Mackabeerböckerna	Bibeln. · [Apokryferna., Mackabéerböckerna. Engelska]
Bibeln	Bibeln. · Today's English · eng
Upanishaderna	Upanishaderna. · Tyska & Sanskrit
Jaina Āgama. Upāṅga. Uvavāiya	Jaina Āgama. · [Upāṅga., Uvavāiya.]
Bibeln. Profeterna (Neviʾim)	Bibeln. · [Profeterna (Neviʼim).] · 1911 · heb
Bibeln	Bibeln. · 1568 · Latin & Franska.
Josippon	Josippon. · gez
Mormons bok	Book of Mormon · swe
Bibeln. Salomos vishet	Bibeln. · [Apokryferna., Visheten. Tyska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Schindler · dan
Bibeln	Bibeln. · 1703. · 1752 Broocman. · swe
Bibeln. Jeremia	Bible. · [O.T., Jeremiah, and Lamentations., Blayney.] · eng
Færeyinga saga	Faereyinga saga. · fao
Talmud Yerushalmi. Nashim	Talmud yerushalmi · [Nashim]
Bibeln	Bibeln. · 1585. · ger
Bibeln	Bibeln. · Authorized. · 1802 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Prichett. · 1818 · tel
Catonis disticha	Catonis disticha. · Engelska & Latin.
Laxdæla saga. Urval	Laxdæla saga. · Urval · nor
Tripiṭaka. Sūtrapiṭaka. Vimalakīrtinirdeśa	Vimalakīrtinirdeśa
Upanishaderna. Urval	Upanishaderna. · Urval · swe
Bibeln. Uppenbarelseboken	Bible. · [N.T., Luke and Acts., Wells.] · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet. Engelska]
Bibeln. Romarbrevet	Bible. · [N.T., Romans., Authorised.] · eng
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Grekiska
Bibeln. Urval	Bibeln. · Urval. · 1912. · cop
Bibeln. Predikaren	Bibeln. · [Predikaren.] · 2010. · heb
Koranen	Koranen. · ara
Talmud. Urval	Talmud. Svenska. · Urval
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · 1979 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1633. · eng
Bibeln	Bibeln. · Geneva. · 1579. · eng
Bibeln	Bibeln. · 1703. · 1728 Möller. · swe
Purana. Skandapurāṇa	Purāṇa. · [Kandapurāṇam. fre]
Arons saga Hjörleifssonar	Arons saga Hjörleifssonar. · dan
Talmud. Ḥagigah	Talmud. · [H̲agigah]
Bibeln. Gamla Testamentet	Bibleln. · [G.T.] · 1953 · Hebreiska & Engelska.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Kaldeiska och latin
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1705 · heb
Tusen och en natt	Tusen och en natt. · alb
Talmud. Moʻed katan	Talmud. · [Katan]
Ali Baba och de fyrtio rövarna	Ali Baba och de fyrtio rövarna. · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1890 · fin
Bibeln	Bibeln. · Luther. · 2004 · ger
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · gez
Bibeln. Gamla Testamentet	Testamentum vetus <dt.>
Bibeln. Moseboken 1. Urval	Bibeln. · [Moseboken 1.] · Urval. · 1664 · Polyglot.
Bibeln. Moseboken 3	Bibeln. · [Moseboken 3.] · Samaritanska · arc
Bibeln. Nya Testamentet	Bibeln. · [Psaltaren] · heb · lat
Pancatantra. Urval	Pañcatantra. · [Urval.] · tam
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Sternhold-Hopkins. · 1644. · eng
Bibeln. Hosea	Bibeln. · [Hosea.] · Polyglott.
Bibeln. Thessalonikerbreven	Bibeln. · [Thessalonikerbreven.] · 1908 · Grekiska.
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1921. · 1969 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1683. · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Rutulska
Tipitaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Tipitaka. · [Suttapitaka., Khuddakanikāya., Dhammapada.] · English & Tibetan.
Navigatio Sancti Brendani	Navigatio Sancti Brendani · Tyska & Latin
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1878 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Latin]
Bibeln	Bible. · 1963. · mul
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Latin. Targum Onkelos]
Tripiṭaka. Sūtrapiṭaka. Śūraṅgamasamādhisūtra	Tripiṭaka. · [Sūtrapiṭaka., Śūraṅgāmasamādhisūtra.] · eng
Bibeln. Evangelierna	Bibeln. · [N.T., Evangelier.] · 1846. · chu
Tristán de Leonís	Tristan de Léonois. · ita
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1617. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1894 · Svenska & Engelska.
Bibeln. Skrifterna (Ketuvim)	Bible. · [O.T., Hagiographa., Authorised.] · Selections. · eng
Bibeln	Bible. · Authorised. · 1730. · eng
Bibeln. Jeremia	Bibeln. · [Jeremia. Arameiska]
Bibeln. Job	Bibeln. · [Job.] · nor
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · dan
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2005 · Grekiska.
Bibeln	Bibeln. · rum
Bibeln. Nya Testamentet	Bible. · [N.T., Vulgate.] · lat
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Kumykiska
Dödsboken	Dödsboken. · ger
Bibeln	Bible. · 1657. · mul
Talmud. Yevamot	Talmud. · [Yevamot]
Bibeln	Bibeln. · Luther. · 1865 · ger
Bibeln	Bibeln. · 1569 · fre
Bibeln. Moseboken 2	Bibeln. · [Moseboken 2.] · Chokwe & Portugisiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2005 · Grekiska
Bibeln	Bibeln. Portugisiska
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Lagrange. · 1948 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1971 · Svenska & Engelska.
Bibeln. Markusevangeliet	Bibeln. · [Nya Testamentet.] · lat · heb · grc · ger
Bibeln	Bibeln. · Luther. · 1796 · ger
Flateyjarbók. Urval	Flateyjarbók. · Urval
Bibeln	Bibeln. · 1737 · ger
Nibelungenlied	Nibelungenlied
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1874 Rumstedt. · swe
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Bible d'Alexandrie · Franska & grekiska.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1917 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1940 · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1685. · eng
Haggada	Haggadah. · 2012. · English & Hebrew.
Talmud	Talmud. · fre
Bibeln	Bibeln. · Luther. · 1554 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2008 · New Living Translation. · swe
Roman de Renart	[Roman de Renart]
Bibeln	Bibeln. · 1917 ; 1982 · swe
Bibeln	Bibeln. · Tyndale · eng
Bibeln	Bibeln. · 1897 · eng
Bibeln. Gamla Testamentet	Bibeln. · [Nya Testamentet.] · 1756 · grc
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · 1969 · Hebreiska & Ryska.
Bibeln. Esra	Bibeln. · [Esra.] · Biblia Hebraica Quinta. · 2006 · heb
Bibeln	Bibeln. · heb
Altsächsische Genesis	Genesis (Old Saxon poem)
Bibeln	Bibeln. · Gezelius. · 1724 Merckell. · swe
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · nds
Bibeln. Skrifterna (Ketuvim)	Bible. · [O.T., Hagiographa., Authorised.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · mul
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Tyska & arabiska
Bibeln. Moseboken 4	Bibeln. · [Moseboken 4.] · arc
Bibeln. Salomos vishet	Bibeln. · [Apokryferna., Visheten. Engelska]
Bibeln	Bibeln. · 1864 · nor
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1652. · Greek.
Bibeln	Bibeln. · Authorized. · 1648. · eng
Tantra. Cīnācārasāratantra	Tantras. · [Cīnācārasāratantra.] · Tyska & Sanskrit
Mishna. Tohorot (Order)	Mishna. · [Tohorot.] · Engelska & hebreiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1616 · ara
Reineke Fuchs	Reineke Fuchs. · 1852
Bibeln. Malaki	Bibeln. · [Malaki.] · gez
Midrash ha-gadol. Moseboken 3	Midrash hagadol. · [Moseboken 2]
Reineke Fuchs	Reineke Fuchs. · 1980
Bibeln. Jakobsbrevet	Bibeln. · [Nya Testamentet.] · 1853 · fij
Bibeln	Bibeln. · Authorized. · 1632. · eng
Bibeln	Bibeln. · 1630 · eng
Nikodemosevangeliet	Nikodemosevengeliet. · enm
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Buchanan] · lat
Mahāvyutpatti	Mahāvyutpatti. Mongoliska
Faits des Romains	Faits des Romains
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1902. · Old Low Franconian.
Bibeln	Bibeln. · 1915 · amh
Tipitaka. Suttapiṭaka. Khuddakanikāya. Dhammapada	Tipiṭaka. · [Suttapiṭaka., Khuddakanikāya., Dhammapada.] · dan
Mishna. Eruvin	Mishna. · [Eruvin. Latin & Hebreiska]
Haggada	Haggada. Ryska & Hebreiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testementet.] · ger
Bibeln	Bibeln. · 1701 · dut
Haggada	Haggada. · Tyska & hebreiska
Mishna. Zeraʻim	Misna. · [Zera'im.] · lat
Roman de Renart	Roman de Renart.
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · chv
Batrachomyomachia	Batrachomyomachia. · Piper · ger
Midrash rabba. Rut	Midrash rabba. · [Rut. Tyska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1679. · eng
Bibeln. Tolvprofetboken. Urval	Bibeln. · [Tolvprofetboken.] · Urval · fre
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · Friedrich. · 1866 · ger
Mishna. Moʻed	Mishna. · [Moʻed.] · 1975
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · got
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · tir
Bibeln	Bibeln. · 1740 · fin
Bibeln	Bibeln. · 1886 · swe
Bibeln. Ordspråksboken	Bible. · [O.T., Proverbs.] · eng
Haggada	Haggada. · Ryska & hebreiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Tischendorf. · 1854 · Polyglott.
Bibeln	Bibeln. · Tremellius. · 1648. · lat
Bibeln. Nya Testamentet	Bible. · [N.T.] · Figueiredo. · 1847. · por
Edda Sæmundar	Edda Sæmundar. · (Lönnroth) · swe
Bibeln. Gamla Testamentet	Bibeln. · [Nya Testamentet.] · 1747 · lat · ger · grc · syr
Avesta. Yasna. Gāthā	Avesta. · [Yasna., Gāthās]
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Psalm 119.] · eng
Bárðar saga Snæfellsáss	Bárðar saga Snæfellsáss · 1860
Bibeln. Moseboken 5	Bibeln. · [5:e Mosebok.] · 1747. · fre
Bibeln. Lukasevangeliet	Bibeln. · [Nya Testamentet.] · kir
Aisopos fabler	Aesop's fables. · 1628. · lat
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1921. · 1924 · swe
Tripiṭaka. Sūtrapiṭaka	Tripiṭaka. · [Sūtrapiṭaka.] · 
Bibeln. Nya Testamentet. Urval	Bible. · [N.T.] · selections. Kurdish
Visio Tnugdali	Visio Tnugdali. · enm
Bibeln	Bibeln. · 1685 · ger
Mahābhārata. Nalopākhyāna	Nalopākhyāna
Engelbrektskrönikan	Engelbrektskrönikan.
Érec en prose	Érec en prose
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval. · Folkbibeln. · 2004 · swe
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1974 · Chouraqui. · fre
Kristni saga. Urval	Kristni saga. · Urval · swe
Tantra. Kulārṇavatantra	Tantras. · [Kulārṇava tantra. Engelska & Sanskrit]
Tipitaka. Suttapiṭaka. Khuddakanikāya. Jātaka	Jātakas
Koranen. Urval	Koranen · Urval · eng
Bhagavadgītā	Bhagavadgītā. · 1949 · san · eng
Bibeln	Bibeln. · 1852 · eng
Didache	Didache. · eng
Maḥzor. Shavuot	Maḥzor. · [Shavuot.] · Jiddisch & hebreiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Orokolo
Zohar	Zohar. English
Bibeln	Bibeln. · 1575. · Bishops'. · eng
Bibeln. Urval	Bibeln. · Urval. · 1928 · ger
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Fox · eng
Tantra. Mr̥gendratantra	Mṛgendrāgama
Den svenska psalmboken	Svenska psalmboken. · 1695. · 1985
Hávamál	Hávamál. · dan
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Komi-permjakiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1847 · bre
Purana. Agnipurāṇa	Purāṇa. · [Agnipurāṇa]
Bibeln	Bibeln · 1814 · ger
Dödahavsrullarna. Urval	Dead Sea scrolls. · Selections. · eng · heb · arc
Claris et Laris	Claris et Laris
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1995 · swe
Pseudepigrafer (Gamla testamentet)	Pseudepigrafer (Gamla testamentet). · eng
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · ger
Pancatantra	Panchatantra
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1844 · dut
