	Libris	Titel	Fil namn	Äldre länk	
	http://libris.kb.se/bib/8564037	Studiecirklar inom demensvård :	2002-124-12.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-124-12.pdf	
	http://libris.kb.se/bib/18225312	Stärkt kompetens inom läkemedel för ST-läkare	2015-1-42.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19691/2015-1-42.pdf	
	http://libris.kb.se/bib/10648740	Stöd eller styrning?	2003-123-10_200312311.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10715/2003-123-10_200312311.pdf	
	http://libris.kb.se/bib/14223388	Stöd för utveckling av psykoterapeutisk kompetens :	publikationer	http://www.socialstyrelsen.se/publikationer	
	http://libris.kb.se/bib/10650815	Stöd och service till funktionshindrade den 1 juni 1999.	0077003.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/0A13C908-0F82-4347-AF4C-CF0544941AEE/1934/0077003.pdf	
	http://libris.kb.se/bib/13931285	Stöd till anhöriga :	2013-3-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18969/2013-3-2.pdf	
	http://libris.kb.se/bib/13498649	Stöd till barn och unga med funktionsnedsättning :	2012-6-57.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18783/2012-6-57.pdf	
	http://libris.kb.se/bib/10647736	Stödcentra för unga brottsoffer	20051318.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/50773C10-E961-459A-96A8-AF1963C70D78/3102/20051318.pdf	
	http://libris.kb.se/bib/9833016	Stödcentra för unga brottsoffer	2005-131-8.pdf	http://www.socialstyrelsen.se/publikationer2005/2005-131-8.pdf	
	http://libris.kb.se/bib/20912289	Större logikändringar i NordDRG version 2014	Storre-logikforandringar-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Storre-logikforandringar-2014.pdf	
	http://libris.kb.se/bib/9034574	Svar direkt :	2002-114-4.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-114-4.pdf	
	http://libris.kb.se/bib/9501386	Systematisk bedömning inom socialtjänsten	2004-131-10.pdf	http://www.socialstyrelsen.se/publikationer2004/2004-131-10.pdf	
	http://libris.kb.se/bib/10647003	Särart och mervärde i den ideella sektorn	2006-123-15_200612315.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9632/2006-123-15_200612315.pdf	
	http://libris.kb.se/bib/20901856	Särskild vaccinationsinsats mot polio - rekommendation med anledning av utbrott av polio i SyrienÂ 	2013-11-24.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19261/2013-11-24.pdf	
	http://libris.kb.se/bib/22247752	Särskilt boende, enheter, resultat 2012	aldreguiden-samtliga-uppgifter-kommun-enhetsundersokningen-130826.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/aldreguiden-samtliga-uppgifter-kommun-enhetsundersokningen-130826.xls	
	http://libris.kb.se/bib/18225388	Terminologiarbetets process rutin	Terminologiarbetets-process-rutin.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Terminologiarbetets-process-rutin.pdf	
	http://libris.kb.se/bib/22173084	Textmanus - film från Jämtlands län om öppna jämförelser	oppna-jamforelser-film-textmanus-jamtland.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/oppna-jamforelser-film-textmanus-jamtland.pdf	
	http://libris.kb.se/bib/22128119	Textmanus - film från Örebro län om öppna jämförelser	oppna-jamforelser-film-textmanus-orebro.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/oppna-jamforelser-film-textmanus-orebro.pdf	
	http://libris.kb.se/bib/22173085	Textmanus - Jönköpings län om öppna jämförelser	oppna-jamforelser-film-textmanus-jonkoping.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/oppna-jamforelser-film-textmanus-jonkoping.pdf	
	http://libris.kb.se/bib/18041643	The Role of the Swedish National Board of Health and Welfare	2014-12-23.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19631/2014-12-23.pdf	
	http://libris.kb.se/bib/10647765	Tid för vård och omsorg	200513137.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/112425A1-B1F8-4C4B-9BED-DCB1D4F18907/4141/200513137.pdf	
	http://libris.kb.se/bib/9995303	Tid för vård och omsorg :	2005-131-36_200513137.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10178/2005-131-36_200513137.pdf	
	http://libris.kb.se/bib/22543754	Tidiga insatser mot psykisk ohälsa - En sammanställning av systematiska översikter	2013-8-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19184/2013-8-15.pdf	
	http://libris.kb.se/bib/16693078	Tidiga insatser mot psykisk ohälsa hos små barn [Elektronisk resurs] :	2013-8-15.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-8-15.pdf	
	http://libris.kb.se/bib/11609653	Tillfälliga lösningar för permanenta behov	2009-126-3_20091263.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8451/2009-126-3_20091263.pdf	
	http://libris.kb.se/bib/21519945	Tillförlitlighet i faciliterad kommunikation vid autism - en systematisk kartläggning	2014-1-21.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19336/2014-1-21.pdf	
	http://libris.kb.se/bib/10646666	Tillgång på	20071255_rev1.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/2DD3FBF0-2EB7-4C7D-BAE7-28B9CCF96027/8369/20071255_rev1.pdf	
	http://libris.kb.se/bib/17223327	Tillgång på specialistsjuksköterskor och röntgensjuksköterskor 2012	2014-9-33.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-9-33.pdf	
	http://libris.kb.se/bib/20172688	Tillgång på specialistsjuksköterskor och röntgensjuksköterskor 2014, kvalitetsbeskrivning	2016-11-2-kvalitetsbeskrivning.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-11-2-kvalitetsbeskrivning.pdf	
	http://libris.kb.se/bib/20172689	Tillgång på specialistsjuksköterskor och röntgensjuksköterskor 2014, tabeller	2016-11-2-tabeller.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/2016-11-2-tabeller.xls	
	http://libris.kb.se/bib/9501241	Tillgång till habilitering och rehabilitering för vuxna med funktionshinder - en kartläggning	2004-131-13.pdf	http://www.socialstyrelsen.se/publikationer2004/2004-131-13.pdf	
	http://libris.kb.se/bib/11895677	Tillgänglighet ur ett funktionshindersperspektiv :	2010-5-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18025/2010-5-6.pdf	
	http://libris.kb.se/bib/21077163	Tillstånd- och åtgärdslista stroke 2009	nr-stroke-tillstandsochatgardslista-2009.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-tillstandsochatgardslista-2009.xls	
	http://libris.kb.se/bib/20908442	Tillstånds- och åtgärdslista	nr-stroke-tillstandsochatgardslista-2009.csv	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-tillstandsochatgardslista-2009.csv	
	http://libris.kb.se/bib/22542953	Tillstånds- och åtgärdslista - Nationella riktlinjer för psykosociala insatser vid schizofreni	nr-schizofreni-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-schizofreni-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/22542952	Tillstånds- och åtgärdslista - Nationella riktlinjer för rörelseorganens sjukdomar	nr-rorelseorganen-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-rorelseorganen-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/22542979	Tillstånds- och åtgärdslista - Nationella riktlinjer för sjukdomsförebyggande metoder	nr-sjukdomsforebyggande-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-sjukdomsforebyggande-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/22542981	Tillstånds- och åtgärdslista - Nationella riktlinjer för strokesjukvård	nr-stroke-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/22542794	Tillstånds- och åtgärdslista - Nationella riktlinjer för vård och omsorg vid demenssjukdom	nr-demens-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-demens-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/22542796	Tillstånds- och åtgärdslista - Nationellt kunskapsstöd för vård vid depression och ångestsyndrom	nr-depression-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-depression-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/20902354	Tillstånds- och åtgärdslista bröstcancer - preliminär version	nr-cancer-brostcancer-tillstandsochatgardslista-preliminar.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-cancer-brostcancer-tillstandsochatgardslista-preliminar.xls	
	http://libris.kb.se/bib/22547181	Tillstånds- och åtgärdslista hjärtsjukvård	nr-hjartsjukvard-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/20912883	Tillstånds- och åtgärdslista hjärtsjukvård 2008	nr-hjartsjukvard-2008-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2008-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/20914836	Tillstånds- och åtgärdslista hjärtsjukvård 2011	nr-hjartsjukvard-2011-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2011-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/21077168	Tillstånds- och åtgärdslista uppdatering Stroke 2013 - preliminär version	nr-stroke-tillstandsochatgardslista-2013-preliminar.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-stroke-tillstandsochatgardslista-2013-preliminar.xls	
	http://libris.kb.se/bib/10649015	Tillsynsärenden inom äldreomsorgen 1999	20021091.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/D44946D8-FA20-4400-953D-7797C72C5045/1388/20021091.pdf	
	http://libris.kb.se/bib/12059463	Transsexuella och övriga personer med könsidentitetsstörningar :	2010-6-31.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18087/2010-6-31.pdf	
	http://libris.kb.se/bib/18432926	Trygg och säker vård i familjehem och HVB	2013-5-56.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19129/2013-5-56.pdf	
	http://libris.kb.se/bib/11320548	Trygghetslarm	2009-126-25_200912625.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8446/2009-126-25_200912625.pdf	
	http://libris.kb.se/bib/17223330	Trygghetslarm i kommunerna - En kartläggning	2014-9-38	http://www.socialstyrelsen.se/publikationer2014/2014-9-38.pdf	
	http://libris.kb.se/bib/10648203	Tågolyckan i Storbritannien 1999	2004-123-5_20041235.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10429/2004-123-5_20041235.pdf	
	http://libris.kb.se/bib/9823839	Tågolyckan i Storbritannien 1999  /	2004-123-5_20041235.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10429/2004-123-5_20041235.pdf	
	http://libris.kb.se/bib/9824700	Tågolyckan i Tyskland 1998	2004-123-3_20041233.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10414/2004-123-3_20041233.pdf	
	http://libris.kb.se/bib/9534883	Tänk långsiktigt! :	2004-110-4.pdf	http://www.socialstyrelsen.se/publikationer2004/2004-110-4.pdf	
	http://libris.kb.se/bib/22545972	Underlag inför kommuninventering av kompetens inom den sociala barn- och ungdomsvården	underlag-infor-kommuninventering.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/underlag-infor-kommuninventering.pdf	
	http://libris.kb.se/bib/9178476	Underlagsrapport till fördjupad utvärdering av miljömålsarbetet :	20031038.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/1C1A1DA2-3E45-43ED-A455-F37B6B41F736/1123/20031038.pdf	
	http://libris.kb.se/bib/10176492	Undervisning i alkohol och drogkunskap	2000-9-4_0009004.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11659/2000-9-4_0009004.pdf	
	http://libris.kb.se/bib/10647641	Ungdomars behov av samhällets stöd	200513119.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/470C4625-80D7-4812-8476-C5E705EAAC76/3482/200513119.pdf	
	http://libris.kb.se/bib/10646110	Ungdomars sexuella hälsa	2007-123-34_200712335.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9208/2007-123-34_200712335.pdf	
	http://libris.kb.se/bib/10600740	Ungdomars sexuella hälsa :	2007-123-34_200712335.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9208/2007-123-34_200712335.pdf	
	http://libris.kb.se/bib/20902514	Uppdaterade ICD-koder för år 2014	icd-koder-2014-klassifikationer-och-koder.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/icd-koder-2014-klassifikationer-och-koder.xls	
	http://libris.kb.se/bib/20908847	Uppdatering av Nationella rikltinjer för hjärtsjukvård 2013 - Rekommendationsdokument	nr-hjartsjukvard-2013-preliminar-rekommendationsdokument.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2013-preliminar-rekommendationsdokument.pdf	
	http://libris.kb.se/bib/20908844	Uppdatering av Nationella riktlinjer för hjärtsjukvård 2013 - Hälsoekonomiskt vetenskapligt underlag	nr-hjartsjukvard-2013-preliminar-halsoekonomisktunderlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2013-preliminar-halsoekonomisktunderlag.pdf	
	http://libris.kb.se/bib/20908851	Uppdatering av Nationella riktlinjer för hjärtsjukvård 2013 - Tabellbilaga	nr-hjartsjukvard-2013-preliminar-tabellbilaga.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2013-preliminar-tabellbilaga.pdf	
	http://libris.kb.se/bib/20914835	Uppdatering av Nationella riktlinjer för hjärtsjukvård 2013 - Tillstånds- och åtgärdslista	nr-hjartsjukvard-2013-preliminar-tillstandsochatgardslista.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2013-preliminar-tillstandsochatgardslista.xls	
	http://libris.kb.se/bib/20908850	Uppdatering av Nationella riktlinjer för hjärtsjukvård 2013 - Vetenskapligt underlag	nr-hjartsjukvard-2013-preliminar-vetenskapligtunderlag.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nr-hjartsjukvard-2013-preliminar-vetenskapligtunderlag.pdf	
	http://libris.kb.se/bib/22543732	Uppdateringsrutiner för KVÅ	uppdateringsrutiner-kva-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/uppdateringsrutiner-kva-2013.pdf	
	http://libris.kb.se/bib/22543733	Uppdateringsrutiner för svensk ICD	uppdateringsrutiner-for-svensk-icd-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/uppdateringsrutiner-for-svensk-icd-2013.pdf	
	http://libris.kb.se/bib/10648773	Uppdrag att följa upp och utvärdera socialtjänstlagens nya bestämmelser om avgifter för äldre- och handikappomsorg	20031072.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/31C2E6E3-D886-4275-B141-B217D6325D6D/1114/20031072.pdf	
	http://libris.kb.se/bib/10383199	Uppdrag att förebygga kvinnlig könsstympning i Sverige	2006-107-10.pdf	http://www.socialstyrelsen.se/publikationer2006/2006-107-10.pdf	
	http://libris.kb.se/bib/18588988	Uppdrag att inrätta en svarsfunktion i Socialstyrelsen		http://www.regeringen.se/regeringsuppdrag/2015/10/uppdrag-att-inratta-en-svarsfunktion-i-socialstyrelsen/	
	http://libris.kb.se/bib/20516096	Uppdrag att inrätta ett nationellt kunskapscentrum om ensamkommande barn och unga inom Socialstyrelsen		http://www.regeringen.se/regeringsuppdrag/2017/04/uppdrag-att-inratta-ett-nationellt-kunskapscentrum-om-ensamkommande-barn-och-unga-inom-socialstyrelsen/	
	http://libris.kb.se/bib/17973083	Uppdrag att utveckla en nationell källa för ordinationsorsak - slutrapport 2014	2014-12-31.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19640/2014-12-31.pdf	
	http://libris.kb.se/bib/19283392	Uppdrag till Kammarkollegiet att utbetala medel till Socialstyrelsen för tre uppdrag		http://www.regeringen.se/regeringsuppdrag/2016/02/uppdrag-till-kammarkollegiet-att-utbetala-medel-till-socialstyrelsen-for-tre-uppdrag/	
	http://libris.kb.se/bib/19259337	Uppdrag till Socialstyrelsen  om förlossningsvården och hälso- och sjukvård som rör kvinnors hälsa		http://www.regeringen.se/regeringsuppdrag/2016/06/uppdrag-till-socialstyrelsen-om-romsk-inkludering/	
	http://libris.kb.se/bib/20801152	Uppdrag till Socialstyrelsen att analysera hur socialtjänsten fångar upp barn och unga med narkotikaberoende som dömts för brott		http://www.regeringen.se/regeringsuppdrag/2016/11/uppdrag-till-socialstyrelsen-att-beskriva-och-analysera-tillampningen-av-regelverket-for-lakemedelsforsorjningen/	
	http://libris.kb.se/bib/19907295	Uppdrag till Socialstyrelsen att beskriva och analysera tillämpningen av regelverket för läkemedelsförsörjningen		http://www.regeringen.se/regeringsuppdrag/2016/11/uppdrag-till-socialstyrelsen-att-beskriva-och-analysera-tillampningen-av-regelverket-for-lakemedelsforsorjningen/	
	http://libris.kb.se/bib/19756840	Uppdrag till Socialstyrelsen att fortsatt stödja socialtjänstens arbete mot våldsbejakande extremism		http://www.regeringen.se/regeringsuppdrag/2016/10/uppdrag-till-socialstyrelsen-att-fortsatt-stodja-socialtjanstens-arbete-mot-valdsbejakande-extremism/	
	http://libris.kb.se/bib/19778332	Uppdrag till Socialstyrelsen att följa upp och analysera överenskommelserna om stöd till riktade insatser inom området psykisk hälsa 2016-2018		http://www.regeringen.se/regeringsuppdrag/2016/10/uppdrag-till-socialstyrelsen-att-folja-upp-och-analysera-overenskommelserna-om-stod-till-riktade-insatser-inom-omradet-psykisk-halsa-20162018/	
	http://libris.kb.se/bib/19259329	Uppdrag till Socialstyrelsen att följa överenskommelsen om stöd till bättre resursutnyttjande i hälso- och sjukvården		http://www.regeringen.se/regeringsuppdrag/2016/02/uppdrag-till-socialstyrelsen-att-folja-overenskommelsen-om-stod-till-battre-resursutnyttjande-i-halso--och-sjukvarden/	
	http://libris.kb.se/bib/19340806	Uppdrag till Socialstyrelsen att genomföra en övning av hälso- och sjukvårdens förmåga att hantera en allvarlig händelse med många skadade		http://www.regeringen.se/regeringsuppdrag/2016/03/uppdrag-till-socialstyrelsen-att-genomfora-en-ovning-av-halso--och-sjukvardens-formaga-att-hantera-en-allvarlig-handelse-med-manga-skadade/	
	http://libris.kb.se/bib/18852281	Uppdrag till Socialstyrelsen att göra en analys av hälso- och sjukvården och tandvården till asylsökande och nyanlända		http://www.regeringen.se/regeringsuppdrag/2015/12/uppdrag-till-socialstyrelsen-att-gora-en-analys-av-halso--och-sjukvarden-och-tandvarden-till-asylsokande-och-nyanlanda/	
	http://libris.kb.se/bib/19283382	Uppdrag till Socialstyrelsen att komplettera och sprida information om vem som får göra vad i hälso- och sjukvården och tandvården		http://www.regeringen.se/regeringsuppdrag/2016/02/uppdrag-till-socialstyrelsen-att-komplettera-och-sprida-information-om-vem-som-far-gora-vad-i-halso--och-sjukvarden-och-tandvarden/	
	http://libris.kb.se/bib/20025518	Uppdrag till Socialstyrelsen att ta fram en arbetsprocess för att nivåstrukturera den högspecialiserade vården		http://www.regeringen.se/regeringsuppdrag/2017/02/uppdrag-till-socialstyrelsen-att-ta-fram-en-arbetsprocess-for-att-nivastrukturera-den-hogspecialiserade-varden/	
	http://libris.kb.se/bib/19518024	Uppdrag till Socialstyrelsen att ta fram underlag för beslut om hur barn- och ungdomstandvården kan omfattas av tandhälsoregistret		http://www.regeringen.se/regeringsuppdrag/2016/06/uppdrag-till-socialstyrelsen-att-ta-fram-underlag-for-beslut-om-hur-barn--och-ungdomstandvarden-kan-omfattas-av-tandhalsoregistret/	
	http://libris.kb.se/bib/19752094	Uppdrag till Socialstyrelsen att utvärdera universitetssjukvård		http://www.regeringen.se/regeringsuppdrag/2016/10/uppdrag-till-socialstyrelsen-att-utvardera-universitetssjukvard/	
	http://libris.kb.se/bib/19502008	Uppdrag till Socialstyrelsen att utöka hanteringen av information om individuella förskrivarbehörigheter i register över hälso- och sjukvårdspersonal		http://www.regeringen.se/regeringsuppdrag/2016/06/uppdrag-till-socialstyrelsen-att-utoka-hanteringen-av-information-om-individuella-forskrivarbehorigheter-i-register-over-halso--och-sjukvardspersonal/	
	http://libris.kb.se/bib/19527008	Uppdrag till Socialstyrelsen om romsk inkludering		http://www.regeringen.se/regeringsuppdrag/2016/04/uppdrag-till-statens-skolverk-och-socialstyrelsen-att-ta-fram-och-tillgangliggora-en-utbildning-for-brobyggare-med-romsk-sprak--och-kulturkompetens/	
	http://libris.kb.se/bib/19434062	Uppdrag till Statens skolverk och Socialstyrelsen att ta fram och tillgängliggöra en utbildning för brobyggare med romsk språk- och kulturkompetens		http://www.regeringen.se/regeringsuppdrag/2016/01/uppdrag-at-socialstyrelsen-att-fordela-medel-for-kompetensutveckling-inom-den-sociala-barn--och-ungdomsvarden/	
	http://libris.kb.se/bib/19128686	Uppdrag åt Socialstyrelsen att fördela medel för kompetensutveckling inom den sociala barn- och ungdomsvården		http://www.regeringen.se/regeringsuppdrag/2015/12/uppdrag-at-socialstyrelsen-att-gora-en-kartlaggning-av-tolkar-m.m.-i-halso--och-sjukvarden-och-tandvarden/	
	http://libris.kb.se/bib/18852257	Uppdrag åt Socialstyrelsen att göra en kartläggning av tolkar m.m. i hälso- och sjukvården och tandvården		http://www.regeringen.se/regeringsuppdrag/2016/01/uppdrag-at-socialstyrelsen-att-utforma-en-satsning-pa-starkt-bemanning-inom-den-sociala-barn--och-ungdomsvarden/	
	http://libris.kb.se/bib/19128682	Uppdrag åt Socialstyrelsen att utforma en satsning på stärkt bemanning inom den sociala barn- och ungdomsvården		http://www.regeringen.se/regeringsuppdrag/2016/01/uppdrag-at-socialstyrelsen-att-utveckla-uppfoljningen-av-halso--och-sjukvardens-tillganglighet/	
	http://libris.kb.se/bib/19152712	Uppdrag åt Socialstyrelsen att utveckla uppföljningen av hälso- och sjukvårdens tillgänglighet		http://www.regeringen.se/regeringsuppdrag/2016/01/uppdrag-at-socialstyrelsen-och-folkhalsomyndigheten-om-stod-till-genomforandet-av-halsoundersokningar/	
	http://libris.kb.se/bib/19128409	Uppdrag åt Socialstyrelsen och Folkhälsomyndigheten om stöd till genomförandet av hälsoundersökningar		http://www.regeringen.se/regeringsuppdrag/2016/01/uppdrag-at-socialstyrelsen-och-folkhalsomyndigheten-om-stod-till-genomforandet-av-halsoundersokningar/	
	http://libris.kb.se/bib/10674535	Uppföljning av den nationella vårdgarantin	2008-103-1.pdf	http://www.socialstyrelsen.se/publikationer2008/2008-103-1.pdf	
	http://libris.kb.se/bib/10650588	Uppföljning av landstingens tolktjänstverksamhet för barndomsdöva, dövblinda, vuxendöva och hörselskadade år 2000.	200110312.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/A4240E4B-230E-4C0A-AC2F-13FDD9BA2E1B/1774/200110312.pdf	
	http://libris.kb.se/bib/16900692	Uppföljning av rikssjuksvårdsområdet hjärtkirurgi på vuxna med medfödda hjärtfel :	2014-3-10.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19385/2014-3-10.pdf	
	http://libris.kb.se/bib/10648842	Uppföljning av uppsökande verksamhet och nödvändig tandvård 2001	20031318.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/96DC5974-38A0-400B-B062-63D6FAFEF783/1087/20031318.pdf	
	http://libris.kb.se/bib/10248411	Uppföljning av äldres läkemedelsanvändning	2004-103-19.htm	http://www.socialstyrelsen.se/Publicerat/2005/8631/2004-103-19.htm	
	http://libris.kb.se/bib/21077072	Uppgifter för beräkning av avgifter inom äldre- och handikappomsorgen år 2014 - Meddelandeblad	2013-12-10.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19283/2013-12-10.pdf	
	http://libris.kb.se/bib/17973054	Uppgifter för beräkning av avgifter inom äldre- och handikappomsorgen år 2015 - Meddelandeblad	2014-12-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19623/2014-12-15.pdf	
	http://libris.kb.se/bib/11767344	Utbildning i psykiatri	2009-126-193_rev.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2009-126-193_rev.pdf	
	http://libris.kb.se/bib/17869542	Utbildningsmaterial om frågor om barns försörjning i samarbetssamtal	presentation-fragor-om-barns-forsorjning-vid-samarbetssamtal.pptx	http://www.socialstyrelsen.se/SiteCollectionDocuments/presentation-fragor-om-barns-forsorjning-vid-samarbetssamtal.pptx	
	http://libris.kb.se/bib/10298048	Utfall och effekter av sociala metoder för kvinnor som utsatts för våld i nära relationer:	200611027.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/716071A2-AEFE-4B64-B630-119D7D41E5E8/6699/200611027.pdf	
	http://libris.kb.se/bib/20908470	Utgående koder, nya koder och ändringar i koder och kodtexter till Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem (ICD-10-SE) inklusive fördjupningskoder	icd-10-SE-kodtextandringar-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/icd-10-SE-kodtextandringar-2014.pdf	
	http://libris.kb.se/bib/11767349	Utredningar avseende kvinnor som har avlidit med anledning av brott begångna av närstående m.m.	2009-126-83.pdf	http://www.socialstyrelsen.se/publikationer2009/2009-126-83.pdf	
	http://libris.kb.se/bib/19099071	Utveckling av en nationell källa för ordinationsorsak :	2015-12-35.pdf	http://www.socialstyrelsen.se/publikationer2015/2015-12-35.pdf	
	http://libris.kb.se/bib/18225304	Utveckling av Klassifikation av insatser och aktiviteter i socialtjänsten (KSI)	2015-2-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19698/2015-2-7.pdf	
	http://libris.kb.se/bib/22547173	Utveckling och kvalitet i tiden - till nytta för barn och deras familjer	BBIC-konferens-7-nov-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/BBIC-konferens-7-nov-2013.pdf	
	http://libris.kb.se/bib/22546300	Utveckling och kvalitet i tiden - till nytta för barn och deras familjer	BBIC-konferens-7nov-2013_ny_20131021.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/BBIC-konferens-7nov-2013_ny_20131021.pdf	
	http://libris.kb.se/bib/22546301	Utveckling och kvalitet i tiden - till nytta för barn och deras familjer	BBIC-konferens-7nov-2013_Program_ratt.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/BBIC-konferens-7nov-2013_Program_ratt.pdf	
	http://libris.kb.se/bib/22546299	Utvecklingsmedel för 2014 för arbete med våld i nära relation	utvecklingsmedel-vald-i-nara-relation-2014-anvisningar-kommuner-sdf.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/utvecklingsmedel-vald-i-nara-relation-2014-anvisningar-kommuner-sdf.pdf	
	http://libris.kb.se/bib/18164416	Utvärdering av lungtransplantation som rikssjukvård - utvärdering 2010-2013	2015-1-44.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19695/2015-1-44.pdf	
